4740,5070, 0:02:38,0:02:49
9930,10260, 0:05:31,0:05:42
18900,19290, 0:10:30,0:10:43
23640,23820, 0:13:08,0:13:14
29430,29700, 0:16:21,0:16:30
37380,37770, 0:20:46,0:20:59
85770,86040, 0:47:39,0:47:48
92130,92370, 0:51:11,0:51:19
104430,105030, 0:58:01,0:58:21
112320,112860, 1:02:24,1:02:42
127920,128160, 1:11:04,1:11:12
148740,149400, 1:22:38,1:23:00
179670,180060, 1:39:49,1:40:02
198000,198300, 1:50:00,1:50:10
205650,205860, 1:54:15,1:54:22
207030,207270, 1:55:01,1:55:09
209760,210000, 1:56:32,1:56:40
211290,211560, 1:57:23,1:57:32
222750,223200, 2:03:45,2:04:00
224280,225240, 2:04:36,2:05:08
233850,234060, 2:09:55,2:10:02
240930,241200, 2:13:51,2:14:00
243120,243450, 2:15:04,2:15:15
287460,287910, 2:39:42,2:39:57
